# L1 Build Simulation (Up to date)
# 530 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
99.789,83.459,-4.9,-0.03,4.9,0.121,-135.082,-0.019,135.082,-179.992,2.118,0.118,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.136e5,0,10.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.865e-4,NaN,NaN,NaN,NaN,2.118,14.312,1000.829,339.972,0.5,0.94
100.289,81.013,-4.885,0.032,4.885,0.08,-136.15,-0.019,136.15,-179.992,2.155,0.074,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.13e5,0,10.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.923e-4,NaN,NaN,NaN,NaN,2.155,14.328,1001.116,339.981,0.5,0.94
100.789,78.567,-4.897,-0.025,4.897,0.31,-137.189,-0.019,137.189,-179.992,2.001,0.309,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.135e5,0,10.926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.937e-4,NaN,NaN,NaN,NaN,2.001,14.343,1001.403,339.991,0.5,0.94
101.289,76.122,-4.886,0.022,4.886,0.027,-138.187,-0.019,138.187,-179.992,1.993,0.015,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.131e5,0,10.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.832e-4,NaN,NaN,NaN,NaN,1.993,14.359,1001.69,340.001,0.5,0.94
101.789,73.677,-4.893,-0.014,4.893,0.346,-139.227,-0.019,139.227,-179.992,2.166,0.346,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.134e5,0,10.939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.817e-4,NaN,NaN,NaN,NaN,2.166,14.375,1001.977,340.01,0.5,0.94
102.289,71.232,-4.888,0.01,4.888,0.026,-140.307,-0.018,140.307,-179.992,2.154,0.024,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.133e5,0,10.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.953e-4,NaN,NaN,NaN,NaN,2.154,14.391,1002.263,340.02,0.5,0.941
102.789,68.787,-4.889,-0.002,4.889,0.352,-141.428,-0.018,141.428,-179.993,2.33,0.352,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.133e5,0,10.953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.939e-4,NaN,NaN,NaN,NaN,2.33,14.407,1002.55,340.03,0.5,0.941
103.289,66.343,-4.888,0.002,4.888,0.298,-142.556,-0.018,142.556,-179.993,2.181,0.298,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.133e5,0,10.956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.08e-4,NaN,NaN,NaN,NaN,2.182,14.423,1002.837,340.039,0.5,0.941
103.789,63.899,-4.89,-0.005,4.89,0.032,-143.643,-0.018,143.643,-179.993,2.166,0.031,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.135e5,0,10.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.96e-4,NaN,NaN,NaN,NaN,2.166,14.439,1003.123,340.049,0.5,0.941
104.289,61.456,-4.884,0.012,4.884,0.333,-144.684,-0.018,144.684,-179.993,1.999,0.333,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.132e5,0,10.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.95e-4,NaN,NaN,NaN,NaN,2,14.455,1003.41,340.058,0.5,0.941
104.789,59.012,-4.892,-0.016,4.892,0.05,-145.689,-0.018,145.689,-179.993,2.023,0.048,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.136e5,0,10.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.819e-4,NaN,NaN,NaN,NaN,2.023,14.471,1003.697,340.068,0.5,0.941
105.289,56.568,-4.882,0.018,4.882,0.089,-146.69,-0.018,146.69,-179.993,1.98,0.087,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.133e5,0,10.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.844e-4,NaN,NaN,NaN,NaN,1.98,14.486,1003.983,340.078,0.5,0.941
105.789,54.126,-4.888,-0.011,4.888,0.341,-147.722,-0.018,147.722,-179.993,2.15,0.341,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.135e5,0,10.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.804e-4,NaN,NaN,NaN,NaN,2.15,14.502,1004.27,340.087,0.5,0.941
106.289,51.683,-4.884,0.007,4.884,0.07,-148.806,-0.018,148.806,-179.993,2.185,0.07,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.134e5,0,10.957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.936e-4,NaN,NaN,NaN,NaN,2.185,14.518,1004.556,340.097,0.5,0.942
106.789,49.241,-4.886,-0.003,4.886,0.212,-149.872,-0.018,149.872,-179.993,2.079,0.212,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.135e5,0,10.947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.96e-4,NaN,NaN,NaN,NaN,2.079,14.534,1004.843,340.107,0.5,0.942
107.289,46.8,-4.878,0.014,4.878,0.475,-150.852,-0.018,150.852,-179.993,1.841,0.475,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.132e5,0,10.977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.88e-4,NaN,NaN,NaN,NaN,1.843,14.55,1005.129,340.116,0.5,0.942
107.789,44.358,-4.887,-0.018,4.887,0.346,-151.729,-0.018,151.729,-179.993,1.668,0.346,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.137e5,0,10.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.703e-4,NaN,NaN,NaN,NaN,1.669,14.566,1005.416,340.126,0.5,0.943
108.289,41.916,-4.88,0.014,4.88,0.018,-152.562,-0.018,152.562,-179.993,1.663,0.011,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.134e5,0,10.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.596e-4,NaN,NaN,NaN,NaN,1.663,14.582,1005.702,340.135,0.5,0.943
108.789,39.475,-4.886,-0.012,4.886,0.062,-153.401,-0.018,153.401,-179.993,1.693,0.06,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.137e5,0,10.936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.586e-4,NaN,NaN,NaN,NaN,1.693,14.598,1005.988,340.145,0.5,0.944
109.289,37.033,-4.879,0.014,4.879,0.023,-154.245,-0.018,154.245,-179.993,1.684,0.019,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.134e5,0,10.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.611e-4,NaN,NaN,NaN,NaN,1.684,14.613,1006.275,340.155,0.5,0.944
109.789,34.592,-4.885,-0.012,4.885,0.043,-155.092,-0.018,155.092,-179.993,1.704,0.041,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.137e5,0,10.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.599e-4,NaN,NaN,NaN,NaN,1.704,14.629,1006.561,340.164,0.5,0.944
110.289,32.152,-4.877,0.016,4.877,0.203,-155.919,-0.018,155.919,-179.994,1.603,0.203,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.134e5,0,10.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.617e-4,NaN,NaN,NaN,NaN,1.604,14.645,1006.847,340.174,0.5,0.945
110.789,29.712,-4.885,-0.016,4.885,0.084,-156.71,-0.018,156.71,-179.994,1.562,0.083,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.138e5,0,10.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.546e-4,NaN,NaN,NaN,NaN,1.562,14.661,1007.133,340.183,0.5,0.945
111.289,27.272,-4.873,0.024,4.873,0.35,-157.534,-0.018,157.534,-179.994,1.736,0.349,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.133e5,0,10.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.528e-4,NaN,NaN,NaN,NaN,1.735,14.677,1007.42,340.193,0.5,0.946
111.789,24.834,-4.88,-0.013,4.88,0.536,-158.469,-0.018,158.469,-179.994,2.004,0.536,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.137e5,0,10.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.627e-4,NaN,NaN,NaN,NaN,2.003,14.693,1007.706,340.203,0.5,0.946
112.289,22.395,-4.878,0.003,4.878,0.184,-159.449,-0.017,159.449,-179.994,1.913,0.183,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.136e5,0,10.953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.819e-4,NaN,NaN,NaN,NaN,1.913,14.709,1007.992,340.212,0.5,0.946
112.789,19.955,-4.879,-0.002,4.879,0.03,-160.409,-0.017,160.409,-179.994,1.928,0.03,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.137e5,0,10.946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.752e-4,NaN,NaN,NaN,NaN,1.928,14.724,1008.278,340.222,0.5,0.946
113.289,17.516,-4.877,0.005,4.877,0.033,-161.376,-0.017,161.376,-179.994,1.944,0.033,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.137e5,0,10.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.764e-4,NaN,NaN,NaN,NaN,1.944,14.74,1008.564,340.232,0.5,0.946
113.789,15.079,-4.871,0.012,4.871,0.522,-162.414,-0.017,162.414,-179.994,2.205,0.522,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.134e5,0,10.977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.773e-4,NaN,NaN,NaN,NaN,2.204,14.756,1008.85,340.241,0.5,0.947
114.289,12.641,-4.881,-0.019,4.881,0.303,-163.554,-0.017,163.554,-179.994,2.356,0.302,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.139e5,0,10.933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.965e-4,NaN,NaN,NaN,NaN,2.356,14.772,1009.136,340.251,0.5,0.947
114.789,10.204,-4.869,0.024,4.869,0.39,-164.684,-0.017,164.684,-179.994,2.162,0.389,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.134e5,0,10.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.094e-4,NaN,NaN,NaN,NaN,2.163,14.788,1009.422,340.26,0.5,0.947
115.289,7.766,-4.882,-0.027,4.882,0.237,-165.735,-0.017,165.735,-179.994,2.044,0.235,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.14e5,0,10.922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.928e-4,NaN,NaN,NaN,NaN,2.045,14.804,1009.708,340.27,0.5,0.947
115.789,5.329,-4.866,0.031,4.866,0.304,-166.795,-0.017,166.795,-179.994,2.195,0.302,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.134e5,0,10.989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.851e-4,NaN,NaN,NaN,NaN,2.194,14.82,1009.993,340.28,0.5,0.947
116.289,2.893,-4.881,-0.029,4.881,0.32,-167.853,-0.017,167.853,-179.994,2.036,0.318,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.141e5,0,10.922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.953e-4,NaN,NaN,NaN,NaN,2.037,14.835,1010.279,340.289,0.5,0.947
116.789,0.456,-4.867,0.027,4.867,0.119,-168.856,-0.017,168.856,-179.994,1.978,0.116,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.135e5,0,10.979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.844e-4,NaN,NaN,NaN,NaN,1.979,14.851,1010.565,340.299,0.5,0.948
# Event GROUND_HIT occurred at t=116.883 seconds
# Event SIMULATION_END occurred at t=116.883 seconds
116.883,0,-4.87,-0.026,4.87,0.055,-169.042,-0.017,169.042,-179.994,1.983,0.049,-45,177.998,9.806,NaN,NaN,NaN,NaN,1116.516,107.52,NaN,NaN,NaN,NaN,NaN,0.014,2.137e5,0,10.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.789e-4,NaN,NaN,NaN,NaN,2.003,14.867,1010.851,340.308,0.094,0.949
